timestamp,ID,DLC,D0,D1,D2,D3,D4,D5,D6,D7
8.8460,0,8,255,255,255,255,255,255,255,255
8.8480,0,8,255,255,255,255,255,255,255,255
8.8500,0,8,255,255,255,255,255,255,255,255
8.8520,0,8,255,255,255,255,255,255,255,255
8.8540,0,8,255,255,255,255,255,255,255,255
8.8560,0,8,255,255,255,255,255,255,255,255
8.8580,0,8,255,255,255,255,255,255,255,255
8.8600,0,8,255,255,255,255,255,255,255,255
8.8620,0,8,255,255,255,255,255,255,255,255
8.8640,0,8,255,255,255,255,255,255,255,255
8.8660,0,8,255,255,255,255,255,255,255,255
8.8680,0,8,255,255,255,255,255,255,255,255
8.8700,0,8,255,255,255,255,255,255,255,255
8.8720,0,8,255,255,255,255,255,255,255,255
8.8740,0,8,255,255,255,255,255,255,255,255
8.8760,0,8,255,255,255,255,255,255,255,255
8.8780,0,8,255,255,255,255,255,255,255,255
8.8800,0,8,255,255,255,255,255,255,255,255
8.8820,0,8,255,255,255,255,255,255,255,255
8.8840,0,8,255,255,255,255,255,255,255,255
8.8860,0,8,255,255,255,255,255,255,255,255
8.8880,0,8,255,255,255,255,255,255,255,255
8.8900,0,8,255,255,255,255,255,255,255,255
8.8920,0,8,255,255,255,255,255,255,255,255
8.8940,0,8,255,255,255,255,255,255,255,255
8.8960,0,8,255,255,255,255,255,255,255,255
8.8980,0,8,255,255,255,255,255,255,255,255
8.9000,0,8,255,255,255,255,255,255,255,255
8.9020,0,8,255,255,255,255,255,255,255,255
8.9040,0,8,255,255,255,255,255,255,255,255
8.9060,0,8,255,255,255,255,255,255,255,255
8.9080,0,8,255,255,255,255,255,255,255,255
8.9100,0,8,255,255,255,255,255,255,255,255
8.9120,0,8,255,255,255,255,255,255,255,255
8.9140,0,8,255,255,255,255,255,255,255,255
8.9160,0,8,255,255,255,255,255,255,255,255
8.9180,0,8,255,255,255,255,255,255,255,255
8.9200,0,8,255,255,255,255,255,255,255,255
8.9220,0,8,255,255,255,255,255,255,255,255
8.9240,0,8,255,255,255,255,255,255,255,255
8.9260,0,8,255,255,255,255,255,255,255,255
8.9280,0,8,255,255,255,255,255,255,255,255
8.9300,0,8,255,255,255,255,255,255,255,255
8.9320,0,8,255,255,255,255,255,255,255,255
8.9340,0,8,255,255,255,255,255,255,255,255
8.9360,0,8,255,255,255,255,255,255,255,255
8.9380,0,8,255,255,255,255,255,255,255,255
8.9400,0,8,255,255,255,255,255,255,255,255
8.9420,0,8,255,255,255,255,255,255,255,255
8.9440,0,8,255,255,255,255,255,255,255,255
8.9460,0,8,255,255,255,255,255,255,255,255
8.9480,0,8,255,255,255,255,255,255,255,255
8.9500,0,8,255,255,255,255,255,255,255,255
8.9520,0,8,255,255,255,255,255,255,255,255
8.9540,0,8,255,255,255,255,255,255,255,255
8.9560,0,8,255,255,255,255,255,255,255,255
8.9580,0,8,255,255,255,255,255,255,255,255
8.9600,0,8,255,255,255,255,255,255,255,255
8.9620,0,8,255,255,255,255,255,255,255,255
8.9640,0,8,255,255,255,255,255,255,255,255
8.9660,0,8,255,255,255,255,255,255,255,255
8.9680,0,8,255,255,255,255,255,255,255,255
8.9700,0,8,255,255,255,255,255,255,255,255
8.9720,0,8,255,255,255,255,255,255,255,255
8.9740,0,8,255,255,255,255,255,255,255,255
8.9760,0,8,255,255,255,255,255,255,255,255
8.9780,0,8,255,255,255,255,255,255,255,255
8.9800,0,8,255,255,255,255,255,255,255,255
8.9820,0,8,255,255,255,255,255,255,255,255
8.9840,0,8,255,255,255,255,255,255,255,255
8.9860,0,8,255,255,255,255,255,255,255,255
8.9880,0,8,255,255,255,255,255,255,255,255
8.9900,0,8,255,255,255,255,255,255,255,255
8.9920,0,8,255,255,255,255,255,255,255,255
8.9940,0,8,255,255,255,255,255,255,255,255
8.9960,0,8,255,255,255,255,255,255,255,255
8.9980,0,8,255,255,255,255,255,255,255,255
9.0000,0,8,255,255,255,255,255,255,255,255
9.0020,0,8,255,255,255,255,255,255,255,255
9.0040,0,8,255,255,255,255,255,255,255,255
9.0060,0,8,255,255,255,255,255,255,255,255
9.0080,0,8,255,255,255,255,255,255,255,255
9.0100,0,8,255,255,255,255,255,255,255,255
9.0120,0,8,255,255,255,255,255,255,255,255
9.0140,0,8,255,255,255,255,255,255,255,255
9.0160,0,8,255,255,255,255,255,255,255,255
9.0180,0,8,255,255,255,255,255,255,255,255
9.0200,0,8,255,255,255,255,255,255,255,255
9.0220,0,8,255,255,255,255,255,255,255,255
9.0240,0,8,255,255,255,255,255,255,255,255
9.0260,0,8,255,255,255,255,255,255,255,255
9.0280,0,8,255,255,255,255,255,255,255,255
9.0300,0,8,255,255,255,255,255,255,255,255
9.0320,0,8,255,255,255,255,255,255,255,255
9.0340,0,8,255,255,255,255,255,255,255,255
9.0360,0,8,255,255,255,255,255,255,255,255
9.0380,0,8,255,255,255,255,255,255,255,255
9.0400,0,8,255,255,255,255,255,255,255,255
9.0420,0,8,255,255,255,255,255,255,255,255
9.0440,0,8,255,255,255,255,255,255,255,255
9.0460,0,8,255,255,255,255,255,255,255,255
9.0480,0,8,255,255,255,255,255,255,255,255
9.0500,0,8,255,255,255,255,255,255,255,255
9.0520,0,8,255,255,255,255,255,255,255,255
9.0540,0,8,255,255,255,255,255,255,255,255
9.0560,0,8,255,255,255,255,255,255,255,255
9.0580,0,8,255,255,255,255,255,255,255,255
9.0600,0,8,255,255,255,255,255,255,255,255
9.0620,0,8,255,255,255,255,255,255,255,255
9.0640,0,8,255,255,255,255,255,255,255,255
9.0660,0,8,255,255,255,255,255,255,255,255
9.0680,0,8,255,255,255,255,255,255,255,255
9.0700,0,8,255,255,255,255,255,255,255,255
9.0720,0,8,255,255,255,255,255,255,255,255
9.0740,0,8,255,255,255,255,255,255,255,255
9.0760,0,8,255,255,255,255,255,255,255,255
9.0780,0,8,255,255,255,255,255,255,255,255
9.0800,0,8,255,255,255,255,255,255,255,255
9.0820,0,8,255,255,255,255,255,255,255,255
9.0840,0,8,255,255,255,255,255,255,255,255
9.0860,0,8,255,255,255,255,255,255,255,255
9.0880,0,8,255,255,255,255,255,255,255,255
9.0900,0,8,255,255,255,255,255,255,255,255
9.0920,0,8,255,255,255,255,255,255,255,255
9.0940,0,8,255,255,255,255,255,255,255,255
9.0960,0,8,255,255,255,255,255,255,255,255
9.0980,0,8,255,255,255,255,255,255,255,255
9.1000,0,8,255,255,255,255,255,255,255,255
9.1020,0,8,255,255,255,255,255,255,255,255
9.1040,0,8,255,255,255,255,255,255,255,255
9.1060,0,8,255,255,255,255,255,255,255,255
9.1080,0,8,255,255,255,255,255,255,255,255
9.1100,0,8,255,255,255,255,255,255,255,255
9.1120,0,8,255,255,255,255,255,255,255,255
9.1140,0,8,255,255,255,255,255,255,255,255
9.1160,0,8,255,255,255,255,255,255,255,255
9.1180,0,8,255,255,255,255,255,255,255,255
9.1200,0,8,255,255,255,255,255,255,255,255
9.1220,0,8,255,255,255,255,255,255,255,255
9.1240,0,8,255,255,255,255,255,255,255,255
9.1260,0,8,255,255,255,255,255,255,255,255
9.1280,0,8,255,255,255,255,255,255,255,255
9.1300,0,8,255,255,255,255,255,255,255,255
9.1320,0,8,255,255,255,255,255,255,255,255
9.1340,0,8,255,255,255,255,255,255,255,255
9.1360,0,8,255,255,255,255,255,255,255,255
9.1380,0,8,255,255,255,255,255,255,255,255
9.1400,0,8,255,255,255,255,255,255,255,255
9.1420,0,8,255,255,255,255,255,255,255,255
9.1440,0,8,255,255,255,255,255,255,255,255
9.1460,0,8,255,255,255,255,255,255,255,255
9.1480,0,8,255,255,255,255,255,255,255,255
9.1500,0,8,255,255,255,255,255,255,255,255
9.1520,0,8,255,255,255,255,255,255,255,255
9.1540,0,8,255,255,255,255,255,255,255,255
9.1560,0,8,255,255,255,255,255,255,255,255
9.1580,0,8,255,255,255,255,255,255,255,255
9.1600,0,8,255,255,255,255,255,255,255,255
9.1620,0,8,255,255,255,255,255,255,255,255
9.1640,0,8,255,255,255,255,255,255,255,255
9.1660,0,8,255,255,255,255,255,255,255,255
9.1680,0,8,255,255,255,255,255,255,255,255
9.1700,0,8,255,255,255,255,255,255,255,255
9.1720,0,8,255,255,255,255,255,255,255,255
9.1740,0,8,255,255,255,255,255,255,255,255
9.1760,0,8,255,255,255,255,255,255,255,255
9.1780,0,8,255,255,255,255,255,255,255,255
9.1800,0,8,255,255,255,255,255,255,255,255
9.1820,0,8,255,255,255,255,255,255,255,255
9.1840,0,8,255,255,255,255,255,255,255,255
9.1860,0,8,255,255,255,255,255,255,255,255
9.1880,0,8,255,255,255,255,255,255,255,255
9.1900,0,8,255,255,255,255,255,255,255,255
9.1920,0,8,255,255,255,255,255,255,255,255
9.1940,0,8,255,255,255,255,255,255,255,255
9.1960,0,8,255,255,255,255,255,255,255,255
9.1980,0,8,255,255,255,255,255,255,255,255
9.2000,0,8,255,255,255,255,255,255,255,255
9.2020,0,8,255,255,255,255,255,255,255,255
9.2040,0,8,255,255,255,255,255,255,255,255
9.2060,0,8,255,255,255,255,255,255,255,255
9.2080,0,8,255,255,255,255,255,255,255,255
9.2100,0,8,255,255,255,255,255,255,255,255
9.2120,0,8,255,255,255,255,255,255,255,255
9.2140,0,8,255,255,255,255,255,255,255,255
9.2160,0,8,255,255,255,255,255,255,255,255
9.2180,0,8,255,255,255,255,255,255,255,255
9.2200,0,8,255,255,255,255,255,255,255,255
9.2220,0,8,255,255,255,255,255,255,255,255
9.2240,0,8,255,255,255,255,255,255,255,255
9.2260,0,8,255,255,255,255,255,255,255,255
9.2280,0,8,255,255,255,255,255,255,255,255
9.2300,0,8,255,255,255,255,255,255,255,255
9.2320,0,8,255,255,255,255,255,255,255,255
9.2340,0,8,255,255,255,255,255,255,255,255
9.2360,0,8,255,255,255,255,255,255,255,255
9.2380,0,8,255,255,255,255,255,255,255,255
9.2400,0,8,255,255,255,255,255,255,255,255
9.2420,0,8,255,255,255,255,255,255,255,255
9.2440,0,8,255,255,255,255,255,255,255,255
9.2460,0,8,255,255,255,255,255,255,255,255
9.2480,0,8,255,255,255,255,255,255,255,255
9.2500,0,8,255,255,255,255,255,255,255,255
9.2520,0,8,255,255,255,255,255,255,255,255
9.2540,0,8,255,255,255,255,255,255,255,255
9.2560,0,8,255,255,255,255,255,255,255,255
9.2580,0,8,255,255,255,255,255,255,255,255
9.2600,0,8,255,255,255,255,255,255,255,255
9.2620,0,8,255,255,255,255,255,255,255,255
9.2640,0,8,255,255,255,255,255,255,255,255
9.2660,0,8,255,255,255,255,255,255,255,255
9.2680,0,8,255,255,255,255,255,255,255,255
9.2700,0,8,255,255,255,255,255,255,255,255
9.2720,0,8,255,255,255,255,255,255,255,255
9.2740,0,8,255,255,255,255,255,255,255,255
9.2760,0,8,255,255,255,255,255,255,255,255
9.2780,0,8,255,255,255,255,255,255,255,255
9.2800,0,8,255,255,255,255,255,255,255,255
9.2820,0,8,255,255,255,255,255,255,255,255
9.2840,0,8,255,255,255,255,255,255,255,255
9.2860,0,8,255,255,255,255,255,255,255,255
9.2880,0,8,255,255,255,255,255,255,255,255
9.2900,0,8,255,255,255,255,255,255,255,255
9.2920,0,8,255,255,255,255,255,255,255,255
9.2940,0,8,255,255,255,255,255,255,255,255
9.2960,0,8,255,255,255,255,255,255,255,255
9.2980,0,8,255,255,255,255,255,255,255,255
9.3000,0,8,255,255,255,255,255,255,255,255
9.3020,0,8,255,255,255,255,255,255,255,255
9.3040,0,8,255,255,255,255,255,255,255,255
9.3060,0,8,255,255,255,255,255,255,255,255
9.3080,0,8,255,255,255,255,255,255,255,255
9.3100,0,8,255,255,255,255,255,255,255,255
9.3120,0,8,255,255,255,255,255,255,255,255
9.3140,0,8,255,255,255,255,255,255,255,255
9.3160,0,8,255,255,255,255,255,255,255,255
9.3180,0,8,255,255,255,255,255,255,255,255
9.3200,0,8,255,255,255,255,255,255,255,255
9.3220,0,8,255,255,255,255,255,255,255,255
9.3240,0,8,255,255,255,255,255,255,255,255
9.3260,0,8,255,255,255,255,255,255,255,255
9.3280,0,8,255,255,255,255,255,255,255,255
9.3300,0,8,255,255,255,255,255,255,255,255
9.3320,0,8,255,255,255,255,255,255,255,255
9.3340,0,8,255,255,255,255,255,255,255,255
9.3360,0,8,255,255,255,255,255,255,255,255
9.3380,0,8,255,255,255,255,255,255,255,255
9.3400,0,8,255,255,255,255,255,255,255,255
9.3420,0,8,255,255,255,255,255,255,255,255
9.3440,0,8,255,255,255,255,255,255,255,255
35.2920,0,8,255,255,255,255,255,255,255,255
35.2940,0,8,255,255,255,255,255,255,255,255
35.2960,0,8,255,255,255,255,255,255,255,255
35.2980,0,8,255,255,255,255,255,255,255,255
35.3000,0,8,255,255,255,255,255,255,255,255
35.3020,0,8,255,255,255,255,255,255,255,255
35.3040,0,8,255,255,255,255,255,255,255,255
35.3060,0,8,255,255,255,255,255,255,255,255
35.3080,0,8,255,255,255,255,255,255,255,255
35.3100,0,8,255,255,255,255,255,255,255,255
35.3120,0,8,255,255,255,255,255,255,255,255
35.3140,0,8,255,255,255,255,255,255,255,255
35.3160,0,8,255,255,255,255,255,255,255,255
35.3180,0,8,255,255,255,255,255,255,255,255
35.3200,0,8,255,255,255,255,255,255,255,255
35.3220,0,8,255,255,255,255,255,255,255,255
35.3240,0,8,255,255,255,255,255,255,255,255
35.3260,0,8,255,255,255,255,255,255,255,255
35.3280,0,8,255,255,255,255,255,255,255,255
35.3300,0,8,255,255,255,255,255,255,255,255
35.3320,0,8,255,255,255,255,255,255,255,255
35.3340,0,8,255,255,255,255,255,255,255,255
35.3360,0,8,255,255,255,255,255,255,255,255
35.3380,0,8,255,255,255,255,255,255,255,255
35.3400,0,8,255,255,255,255,255,255,255,255
35.3420,0,8,255,255,255,255,255,255,255,255
35.3440,0,8,255,255,255,255,255,255,255,255
35.3460,0,8,255,255,255,255,255,255,255,255
35.3480,0,8,255,255,255,255,255,255,255,255
35.3500,0,8,255,255,255,255,255,255,255,255
35.3520,0,8,255,255,255,255,255,255,255,255
35.3540,0,8,255,255,255,255,255,255,255,255
35.3560,0,8,255,255,255,255,255,255,255,255
35.3580,0,8,255,255,255,255,255,255,255,255
35.3600,0,8,255,255,255,255,255,255,255,255
35.3620,0,8,255,255,255,255,255,255,255,255
35.3640,0,8,255,255,255,255,255,255,255,255
35.3660,0,8,255,255,255,255,255,255,255,255
35.3680,0,8,255,255,255,255,255,255,255,255
35.3700,0,8,255,255,255,255,255,255,255,255
35.3720,0,8,255,255,255,255,255,255,255,255
35.3740,0,8,255,255,255,255,255,255,255,255
35.3760,0,8,255,255,255,255,255,255,255,255
35.3780,0,8,255,255,255,255,255,255,255,255
35.3800,0,8,255,255,255,255,255,255,255,255
35.3820,0,8,255,255,255,255,255,255,255,255
35.3840,0,8,255,255,255,255,255,255,255,255
35.3860,0,8,255,255,255,255,255,255,255,255
35.3880,0,8,255,255,255,255,255,255,255,255
35.3900,0,8,255,255,255,255,255,255,255,255
35.3920,0,8,255,255,255,255,255,255,255,255
35.3940,0,8,255,255,255,255,255,255,255,255
35.3960,0,8,255,255,255,255,255,255,255,255
35.3980,0,8,255,255,255,255,255,255,255,255
35.4000,0,8,255,255,255,255,255,255,255,255
35.4020,0,8,255,255,255,255,255,255,255,255
35.4040,0,8,255,255,255,255,255,255,255,255
35.4060,0,8,255,255,255,255,255,255,255,255
35.4080,0,8,255,255,255,255,255,255,255,255
35.4100,0,8,255,255,255,255,255,255,255,255
35.4120,0,8,255,255,255,255,255,255,255,255
35.4140,0,8,255,255,255,255,255,255,255,255
35.4160,0,8,255,255,255,255,255,255,255,255
35.4180,0,8,255,255,255,255,255,255,255,255
35.4200,0,8,255,255,255,255,255,255,255,255
35.4220,0,8,255,255,255,255,255,255,255,255
35.4240,0,8,255,255,255,255,255,255,255,255
35.4260,0,8,255,255,255,255,255,255,255,255
35.4280,0,8,255,255,255,255,255,255,255,255
35.4300,0,8,255,255,255,255,255,255,255,255
35.4320,0,8,255,255,255,255,255,255,255,255
35.4340,0,8,255,255,255,255,255,255,255,255
35.4360,0,8,255,255,255,255,255,255,255,255
35.4380,0,8,255,255,255,255,255,255,255,255
35.4400,0,8,255,255,255,255,255,255,255,255
35.4420,0,8,255,255,255,255,255,255,255,255
35.4440,0,8,255,255,255,255,255,255,255,255
35.4460,0,8,255,255,255,255,255,255,255,255
35.4480,0,8,255,255,255,255,255,255,255,255
35.4500,0,8,255,255,255,255,255,255,255,255
35.4520,0,8,255,255,255,255,255,255,255,255
35.4540,0,8,255,255,255,255,255,255,255,255
35.4560,0,8,255,255,255,255,255,255,255,255
35.4580,0,8,255,255,255,255,255,255,255,255
35.4600,0,8,255,255,255,255,255,255,255,255
35.4620,0,8,255,255,255,255,255,255,255,255
35.4640,0,8,255,255,255,255,255,255,255,255
35.4660,0,8,255,255,255,255,255,255,255,255
35.4680,0,8,255,255,255,255,255,255,255,255
35.4700,0,8,255,255,255,255,255,255,255,255
35.4720,0,8,255,255,255,255,255,255,255,255
35.4740,0,8,255,255,255,255,255,255,255,255
35.4760,0,8,255,255,255,255,255,255,255,255
35.4780,0,8,255,255,255,255,255,255,255,255
35.4800,0,8,255,255,255,255,255,255,255,255
35.4820,0,8,255,255,255,255,255,255,255,255
35.4840,0,8,255,255,255,255,255,255,255,255
35.4860,0,8,255,255,255,255,255,255,255,255
35.4880,0,8,255,255,255,255,255,255,255,255
35.4900,0,8,255,255,255,255,255,255,255,255
35.4920,0,8,255,255,255,255,255,255,255,255
35.4940,0,8,255,255,255,255,255,255,255,255
35.4960,0,8,255,255,255,255,255,255,255,255
35.4980,0,8,255,255,255,255,255,255,255,255
35.5000,0,8,255,255,255,255,255,255,255,255
35.5020,0,8,255,255,255,255,255,255,255,255
35.5040,0,8,255,255,255,255,255,255,255,255
35.5060,0,8,255,255,255,255,255,255,255,255
35.5080,0,8,255,255,255,255,255,255,255,255
35.5100,0,8,255,255,255,255,255,255,255,255
35.5120,0,8,255,255,255,255,255,255,255,255
35.5140,0,8,255,255,255,255,255,255,255,255
35.5160,0,8,255,255,255,255,255,255,255,255
35.5180,0,8,255,255,255,255,255,255,255,255
35.5200,0,8,255,255,255,255,255,255,255,255
35.5220,0,8,255,255,255,255,255,255,255,255
35.5240,0,8,255,255,255,255,255,255,255,255
35.5260,0,8,255,255,255,255,255,255,255,255
35.5280,0,8,255,255,255,255,255,255,255,255
