timestamp,ID,DLC,D0,D1,D2,D3,D4,D5,D6,D7
26.1900,256,8,255,238,0,0,0,0,0,248
26.2000,256,8,255,238,0,0,0,0,0,204
26.2100,256,8,255,238,0,0,0,0,0,254
26.2200,256,8,255,238,0,0,0,0,0,104
26.2300,256,8,255,238,0,0,0,0,0,113
26.2400,256,8,255,238,0,0,0,0,0,114
26.2500,256,8,255,238,0,0,0,0,0,157
26.2600,256,8,255,238,0,0,0,0,0,178
26.2700,256,8,255,238,0,0,0,0,0,16
26.2800,256,8,255,238,0,0,0,0,0,32
26.2900,256,8,255,238,0,0,0,0,0,108
26.3000,256,8,255,238,0,0,0,0,0,121
26.3100,256,8,255,238,0,0,0,0,0,191
26.3200,256,8,255,238,0,0,0,0,0,40
26.3300,256,8,255,238,0,0,0,0,0,253
26.3400,256,8,255,238,0,0,0,0,0,182
26.3500,256,8,255,238,0,0,0,0,0,184
26.3600,256,8,255,238,0,0,0,0,0,160
26.3700,256,8,255,238,0,0,0,0,0,144
26.3800,256,8,255,238,0,0,0,0,0,90
26.3900,256,8,255,238,0,0,0,0,0,80
26.4000,256,8,255,238,0,0,0,0,0,166
26.4100,256,8,255,238,0,0,0,0,0,116
26.4200,256,8,255,238,0,0,0,0,0,187
26.4300,256,8,255,238,0,0,0,0,0,208
26.4400,256,8,255,238,0,0,0,0,0,44
26.4500,256,8,255,238,0,0,0,0,0,100
26.4600,256,8,255,238,0,0,0,0,0,4
26.4700,256,8,255,238,0,0,0,0,0,37
26.4800,256,8,255,238,0,0,0,0,0,205
26.4900,256,8,255,238,0,0,0,0,0,71
26.5000,256,8,255,238,0,0,0,0,0,149
26.5100,256,8,255,238,0,0,0,0,0,72
26.5200,256,8,255,238,0,0,0,0,0,117
26.5300,256,8,255,238,0,0,0,0,0,220
26.5400,256,8,255,238,0,0,0,0,0,112
26.5500,256,8,255,238,0,0,0,0,0,72
26.5600,256,8,255,238,0,0,0,0,0,12
26.5700,256,8,255,238,0,0,0,0,0,202
26.5800,256,8,255,238,0,0,0,0,0,16
26.5900,256,8,255,238,0,0,0,0,0,69
26.6000,256,8,255,238,0,0,0,0,0,106
26.6100,256,8,255,238,0,0,0,0,0,30
26.6200,256,8,255,238,0,0,0,0,0,177
26.6300,256,8,255,238,0,0,0,0,0,252
26.6400,256,8,255,238,0,0,0,0,0,205
26.6500,256,8,255,238,0,0,0,0,0,243
26.6600,256,8,255,238,0,0,0,0,0,147
26.6700,256,8,255,238,0,0,0,0,0,200
26.6800,256,8,255,238,0,0,0,0,0,76
